blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,redWardsPlaced,redWardsDestroyed,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalMinionsKilled,redTotalJungleMinionsKilled
1,19,2,1,6,4,7,1,0,1,0,16940,7,244,49,2038,357,12,2,6,0,0,0,0,14902,6.8,198,48
0,17,1,0,4,5,4,0,0,0,0,15218,7,203,52,-1911,-1211,15,1,7,2,1,1,0,17129,7.4,250,68
0,18,2,1,4,5,6,1,1,0,0,15466,6.8,228,48,488,473,17,3,8,0,0,0,0,14978,6.8,182,48
1,8,0,1,4,3,2,1,1,0,0,15278,7,227,49,734,355,13,1,3,0,0,0,0,14544,7.2,203,50
1,36,4,1,7,4,13,1,1,0,0,17470,7,206,64,2335,979,12,2,4,0,0,0,0,15135,6.8,215,48
0,18,1,0,7,8,5,0,0,0,0,16768,7.2,225,58,-268,-155,15,2,9,1,1,0,0,17036,7.2,221,65
0,21,4,1,3,4,3,0,0,0,0,14509,6.8,201,50,-1110,-1148,17,5,4,0,0,0,0,15619,6.8,241,44
1,15,2,1,7,3,5,1,0,1,0,16178,7.2,216,47,381,203,16,1,3,1,1,0,0,15797,7,253,52
0,14,2,1,2,6,0,0,0,0,0,14333,6.8,223,56,-1636,-1396,16,4,5,1,1,0,0,15969,6.8,223,52
1,18,4,0,9,9,12,2,1,1,0,17732,7.2,194,70,-532,298,21,5,8,0,0,0,0,18264,7.2,208,72
0,20,1,0,4,9,3,0,0,0,0,14695,6.8,207,36,-2467,80,77,6,10,1,1,0,0,17162,7.2,187,56
1,14,1,0,7,3,13,0,0,0,0,17800,7,223,52,2460,1934,13,1,5,1,1,0,0,15340,6.6,205,60
1,16,1,1,4,3,3,0,0,0,0,16048,7.2,255,64,1454,1411,13,1,3,0,0,0,0,14594,7,234,34
1,15,3,1,1,1,0,0,0,0,0,14163,6.8,246,42,450,924,18,1,2,1,1,0,0,13713,6.6,211,52
1,13,3,0,4,6,3,2,1,1,0,15695,7.2,238,44,-300,451,11,2,5,0,0,0,0,15995,7.2,203,51
0,39,4,0,3,6,6,1,1,0,0,14844,6.8,218,48,-2343,-2188,17,2,3,0,0,0,0,17187,7.2,256,76
1,18,0,1,3,7,5,0,0,0,0,14995,7,240,50,-2442,-1250,25,1,11,1,1,0,0,17437,7.2,264,38
0,15,0,0,4,12,5,0,0,0,0,14799,6.6,218,35,-4740,-3081,16,2,8,2,1,1,0,19539,7,231,69
0,16,5,0,10,11,14,0,0,0,0,17056,6.6,167,39,-1603,-1406,19,2,11,2,1,1,0,18659,7,229,49
0,14,2,0,7,6,10,1,1,0,0,16243,6.8,192,47,-555,-1462,40,2,6,1,0,1,0,16798,7.2,232,64
0,17,1,0,11,10,14,1,1,0,0,17892,6.8,157,41,-1361,-1031,26,1,10,1,0,1,0,19253,6.8,239,52
1,16,3,1,6,3,4,1,1,0,0,16508,6.6,243,45,2024,1979,14,2,4,1,0,1,0,14484,6.4,213,40
1,20,3,0,4,2,4,0,0,0,0,16568,6.8,242,56,1840,1870,14,4,2,0,0,0,0,14728,6.6,240,43
1,16,1,0,5,5,6,0,0,0,0,16503,7.2,231,59,690,365,13,1,3,1,1,0,0,15813,7.2,232,52
0,60,2,1,9,9,7,1,1,0,0,17459,7,185,50,-98,-1136,13,5,6,0,0,0,0,17557,7.2,219,57
1,21,3,1,5,4,3,0,0,0,0,16660,6.8,252,48,1574,1067,11,5,6,0,0,0,0,15086,6.8,197,45
0,15,0,0,2,9,0,0,0,0,0,14244,6.6,207,48,-3553,-1730,13,1,9,1,1,0,0,17797,7,220,48
1,18,1,1,8,2,13,1,0,1,0,17563,7.2,203,64,3410,2058,19,2,2,1,1,0,0,14153,6.4,213,48
1,23,2,1,6,6,4,1,1,0,0,17262,7,231,65,251,-74,20,6,5,0,0,0,0,17011,7.2,236,64
1,15,2,1,9,3,9,0,0,0,0,17438,7,186,48,3018,1995,19,1,3,0,0,0,0,14420,6.6,222,39
0,14,2,0,3,8,3,0,0,0,0,14275,6.4,180,56,-3414,-3747,14,2,4,2,1,1,0,17689,7.2,228,60
1,18,3,1,7,4,10,1,1,0,0,16753,6.8,220,39,2015,857,17,5,2,1,0,1,0,14738,6.4,171,60
1,14,3,1,8,4,9,1,1,0,0,17163,7.2,224,52,1422,775,15,4,2,0,0,0,0,15741,7.2,218,59
0,46,3,0,5,6,8,0,0,0,0,15750,7,214,43,-1727,-619,14,4,8,0,0,0,0,17477,6.8,223,56
1,18,5,1,7,6,6,0,0,0,0,15954,6.8,211,27,654,823,20,1,6,1,0,1,0,15300,6.2,190,40
1,16,5,1,9,3,10,2,1,1,0,18293,7.2,240,59,3691,2805,11,3,3,0,0,0,0,14602,7,186,51
0,15,3,1,2,8,1,1,0,1,0,14014,6.6,205,48,-3443,-2284,17,3,8,0,0,0,0,17457,7.2,230,52
0,17,1,0,6,6,8,2,1,1,0,16207,7,211,50,-819,-1829,13,2,3,0,0,0,0,17026,7,223,56
1,17,2,0,4,1,4,0,0,0,0,16654,7.2,255,59,1856,1530,16,1,1,2,1,1,0,14798,6.8,244,48
1,15,5,0,4,4,6,0,0,0,0,16711,7.4,233,72,1759,2524,20,5,9,1,1,0,0,14952,6.8,203,47
0,15,3,1,7,3,10,1,1,0,0,16578,7,200,62,1159,1510,14,2,3,0,0,0,0,15419,6.6,250,41
1,42,4,0,4,8,7,1,1,0,0,16220,6.8,227,60,-444,-184,58,8,12,0,0,0,0,16664,7,212,46
1,18,2,1,10,8,13,1,0,1,0,18426,7.2,192,46,1493,202,31,4,7,0,0,0,0,16933,7,185,53
1,14,2,1,11,3,14,1,1,0,0,18758,7,212,49,4335,2324,13,3,3,0,0,0,0,14423,6.6,215,43
0,16,4,1,4,7,3,0,0,0,0,15928,7.2,204,64,-935,-4,17,2,5,1,1,0,0,16863,6.8,233,52
1,15,3,1,6,3,9,1,1,0,0,16233,7,215,60,1081,199,13,3,1,0,0,0,0,15152,7.2,220,60
1,13,1,1,8,8,7,1,1,0,0,16493,7,175,44,-862,-1734,32,2,5,1,0,1,0,17355,7.2,223,55
0,56,1,0,6,10,8,1,0,1,0,15633,6.8,210,36,-2770,-2347,14,2,13,1,1,0,0,18403,7.2,218,52
1,57,4,0,7,2,8,2,1,1,0,17750,7.4,237,56,3673,2756,16,0,1,0,0,0,0,14077,6.8,204,56
1,15,1,1,7,7,6,0,0,0,0,17627,7,244,51,428,35,12,2,11,1,1,0,0,17199,7,247,51
0,18,5,1,5,10,4,1,1,0,0,17315,7.4,253,66,-733,-1569,21,6,7,0,0,0,0,18048,7.6,216,54
0,17,4,0,4,5,4,0,0,0,0,15663,7,237,44,936,1377,21,2,2,1,1,0,0,14727,6.6,191,52
0,15,3,0,2,4,1,0,0,0,0,14865,7,233,60,-1179,646,17,2,4,2,1,1,0,16044,6.8,226,56
1,20,3,1,5,2,4,0,0,0,0,16230,7,235,61,932,542,15,5,4,0,0,0,0,15298,7.2,247,56
1,11,2,0,5,5,1,0,0,0,0,16065,7.4,247,74,544,2063,50,0,3,0,0,0,0,15521,6.8,222,48
0,15,2,0,7,5,8,1,1,0,0,17049,7.4,223,68,-105,1881,14,3,7,0,0,0,0,17154,7.2,231,41
0,14,2,0,4,3,5,1,1,0,0,15412,7,212,56,-287,-1045,13,2,3,0,0,0,0,15699,7,243,56
1,14,1,1,10,8,10,0,0,0,0,17949,7,200,47,1052,340,28,2,6,1,1,0,0,16897,7,223,60
1,16,2,1,6,4,5,0,0,0,0,16938,7,220,48,2145,-316,36,3,5,0,0,0,0,14793,6.8,197,44
0,25,3,1,4,8,7,0,0,0,0,14627,6.6,193,47,-3960,-4005,16,8,9,1,1,0,0,18587,7.6,247,68
0,18,5,0,6,3,7,0,0,0,0,16485,7,222,44,1097,711,14,1,1,1,1,0,0,15388,7,240,63
1,14,2,1,10,6,9,1,1,0,0,18655,7.6,254,44,3212,3245,12,2,8,0,0,0,0,15443,6.8,170,52
1,41,3,1,7,7,5,1,1,0,0,16875,6.8,219,48,-795,236,19,3,9,0,0,0,0,17670,6.8,221,44
1,14,1,1,7,6,9,2,1,1,0,16574,6.8,197,42,969,-42,13,2,8,0,0,0,0,15605,6.6,194,37
0,15,4,1,9,5,7,0,0,0,0,17651,7,222,51,2348,1133,12,5,4,1,1,0,0,15303,6.8,195,43
1,18,4,1,5,5,3,2,1,1,0,16399,7,236,57,330,-475,20,3,6,0,0,0,0,16069,6.8,235,46
0,10,4,0,8,8,13,1,0,1,0,18236,7,221,48,1112,203,43,0,12,0,0,0,0,17124,7,198,44
1,16,1,1,5,3,6,0,0,0,0,15782,7,219,40,279,392,14,4,4,1,1,0,0,15503,7,246,63
0,60,4,1,7,3,9,1,1,0,0,16938,7,226,56,1516,426,16,6,4,0,0,0,0,15422,7,210,60
0,11,0,0,5,10,5,0,0,0,0,14740,6.4,156,49,-4229,-4184,16,3,12,1,1,0,0,18969,7.4,220,64
0,10,1,0,5,12,6,0,0,0,0,15299,7,169,58,-3111,-2286,15,2,10,0,0,0,0,18410,7,178,56
1,10,2,1,8,5,8,0,0,0,0,17615,7,206,46,3686,1471,17,0,4,0,0,0,0,13929,6.6,153,46
1,16,2,1,6,2,8,0,0,0,0,16636,7.4,245,56,1394,1368,24,2,3,0,0,0,0,15242,7,225,68
0,14,2,0,0,4,0,1,0,1,0,13805,6.8,221,52,-2009,-2396,59,1,5,1,1,0,0,15814,7.2,243,59
0,18,4,1,11,10,16,0,0,0,0,18453,7,204,34,466,-316,14,4,14,0,0,0,0,17987,7.4,186,46
0,17,1,0,5,13,5,0,0,0,0,14642,6.2,171,41,-4958,-2388,29,4,14,1,1,0,0,19600,7,231,24
0,39,1,0,3,7,4,0,0,0,0,14503,6.8,207,47,-2825,-2497,46,2,9,2,1,1,0,17328,7.2,221,68
0,18,3,0,3,7,3,1,1,0,0,15335,6.6,234,60,-1716,-1601,16,6,5,0,0,0,0,17051,7.2,262,36
0,43,1,1,6,8,10,0,0,0,0,15629,6.8,176,52,-1537,-926,15,4,9,0,0,0,0,17166,7,186,36
0,16,1,0,5,12,6,0,0,0,0,15782,6.4,195,44,-2707,-2136,19,3,10,1,1,0,0,18489,7,233,40
1,17,2,1,12,5,17,1,1,0,0,18685,6.8,234,44,2857,1406,12,4,4,0,0,0,0,15828,6.8,214,48
1,16,2,0,2,9,3,1,1,0,0,14901,6.8,214,72,-3206,-2169,16,1,10,0,0,0,0,18107,7.2,238,58
0,10,2,0,1,6,1,0,0,0,0,14012,6.8,230,45,-2670,-1395,17,0,6,1,1,0,0,16682,7,218,59
0,13,2,1,4,8,5,0,0,0,0,15913,6.4,193,48,-960,-2502,12,1,9,0,0,0,0,16873,7.4,190,54
0,60,3,1,3,2,2,0,0,0,0,14863,7,230,53,321,-260,14,4,2,0,0,0,0,14542,7,230,50
0,16,2,1,5,8,6,0,0,0,0,15985,7,214,52,-12,-1161,12,2,4,0,0,0,0,15997,7.2,194,45
0,17,5,0,9,10,7,0,0,0,0,17407,7.2,214,44,222,1716,19,2,13,0,0,0,0,17185,6.6,205,40
0,13,5,1,5,3,5,0,0,0,0,15829,6.8,237,45,968,715,18,2,2,1,1,0,0,14861,6.8,224,44
0,16,2,1,5,9,3,0,0,0,0,14953,6.6,183,60,-3042,-3641,18,0,5,1,1,0,0,17995,7.6,224,75
1,13,1,1,13,3,8,1,1,0,0,20389,7.4,235,52,6512,3981,14,2,0,0,0,0,0,13877,6.8,185,44
1,47,3,0,6,5,5,0,0,0,0,16789,7,233,48,904,164,18,2,4,1,1,0,0,15885,6.8,234,56
1,17,2,1,13,5,14,2,1,1,0,20403,7.4,238,58,5365,4901,10,2,5,0,0,0,0,15038,6.4,178,44
1,15,2,1,2,5,2,0,0,0,0,15318,7,219,50,-1145,-2100,16,1,1,1,0,1,0,16463,7.4,261,56
0,12,2,1,5,5,5,0,0,0,0,15646,6.6,186,50,-201,-1702,19,0,2,2,1,1,0,15847,7.2,247,58
0,13,2,1,5,7,6,0,0,0,0,15747,6.8,192,41,-1123,-1230,14,2,6,1,1,0,0,16870,7,227,59
0,30,3,0,3,7,3,0,0,0,0,14668,6.6,197,52,-2440,-2239,21,5,6,1,1,0,0,17108,7.2,230,55
1,17,3,1,8,3,7,1,0,1,0,19318,7.8,257,71,4787,4701,31,2,1,1,1,0,0,14531,6.6,230,50
1,14,5,1,10,7,8,1,1,0,0,18302,7.2,237,47,851,709,16,3,8,0,0,0,0,17451,7,251,51
0,18,2,0,5,6,6,1,1,0,0,15167,7,200,52,-1315,-1049,45,4,8,0,0,0,0,16482,7,222,46
0,18,3,0,2,5,1,1,1,0,0,14579,6.8,218,67,-1684,-772,15,3,3,0,0,0,0,16263,7.2,226,64
0,10,1,0,5,12,7,0,0,0,0,15828,6.6,195,40,-2330,-1189,13,3,12,1,1,0,0,18158,7,215,40
0,16,4,1,10,6,11,1,1,0,0,18001,7,216,50,1510,151,14,2,6,0,0,0,0,16491,6.8,231,45
1,13,2,1,11,4,10,1,0,1,0,18706,7.2,243,55,3787,2856,15,0,4,0,0,0,0,14919,6.8,202,48
0,9,4,0,7,9,6,0,0,0,0,16939,6.8,223,43,-398,-1977,40,2,8,1,1,0,0,17337,7.2,202,60
0,16,1,0,6,10,5,0,0,0,0,15985,7,176,52,-2993,-2498,15,1,7,2,1,1,0,18978,7.4,218,58
0,17,1,0,12,9,11,1,0,1,0,18325,7.4,190,55,793,1612,10,0,7,1,1,0,0,17532,6.8,208,40
1,18,5,0,6,9,7,2,1,1,0,18050,7.2,238,60,284,681,58,5,15,0,0,0,0,17766,6.8,207,52
1,17,4,0,11,9,12,1,1,0,0,18585,7.2,221,55,1139,1170,14,0,9,0,0,0,0,17446,7,218,54
0,16,4,1,2,7,4,0,0,0,0,14367,6.4,203,47,-2901,-2666,14,2,8,1,0,1,0,17268,7.2,229,60
0,14,4,0,7,4,7,1,1,0,0,16743,7.2,215,45,1323,457,13,0,8,0,0,0,0,15420,7,209,52
1,19,3,0,13,10,7,0,0,0,0,18388,7,185,36,535,776,18,3,10,0,0,0,0,17853,7,198,56
0,43,3,1,4,5,3,0,0,0,0,15710,6.8,242,48,-682,-323,16,1,4,1,1,0,0,16392,6.8,227,56
0,38,1,0,7,8,9,1,0,1,0,16623,6.8,206,59,-389,329,16,1,10,1,1,0,0,17012,6.8,225,43
1,15,0,0,6,1,6,1,1,0,0,17402,7.2,262,51,3250,3073,14,2,1,0,0,0,0,14152,6.4,232,52
1,35,1,0,7,3,6,2,1,1,0,17555,7.8,248,63,2678,3150,15,1,3,0,0,0,0,14877,7,200,58
1,39,4,1,2,8,3,0,0,0,0,14952,6.8,264,43,-2262,-668,19,4,4,0,0,0,0,17214,7.4,244,49
1,11,2,1,7,3,6,0,0,0,0,18351,7.4,222,72,3827,3161,15,1,3,1,1,0,0,14524,6.4,201,53
0,16,1,0,1,9,1,0,0,0,0,13797,6.2,173,60,-5533,-4951,35,2,10,2,1,1,0,19330,7.4,256,59
1,16,3,1,6,7,3,0,0,0,0,16241,7.2,238,47,-602,-905,16,3,5,0,0,0,0,16843,7.2,232,68
1,16,4,0,6,5,5,0,0,0,0,17065,7.4,257,47,1525,873,14,3,5,2,1,1,0,15540,7,189,51
1,18,2,1,8,0,6,0,0,0,0,18609,7.2,244,64,5109,3009,14,2,0,1,1,0,0,13500,6.6,216,56
1,23,1,0,8,5,8,1,1,0,0,16259,6.8,171,59,656,-718,19,2,3,1,0,1,0,15603,6.8,230,48
0,14,2,1,8,4,6,1,1,0,0,17858,7.2,267,52,1886,460,15,3,4,0,0,0,0,15972,7,219,52
0,17,1,0,6,4,7,0,0,0,0,16091,7,238,38,356,122,14,4,4,1,1,0,0,15735,7,217,64
0,14,1,0,8,10,13,1,1,0,0,17174,6.8,244,56,-516,-4,12,2,13,0,0,0,0,17690,6.8,183,40
0,14,5,1,3,7,2,1,1,0,0,14961,6.6,220,55,-2212,-2725,41,4,5,0,0,0,0,17173,7.4,235,56
1,21,0,1,7,9,8,0,0,0,0,16076,6.8,187,37,-923,-803,14,4,11,1,1,0,0,16999,6.8,197,52
0,14,0,0,5,9,3,0,0,0,0,15905,6.8,203,43,-1798,-1804,14,4,5,1,1,0,0,17703,7,218,58
1,18,3,0,7,6,9,0,0,0,0,16711,6.6,207,48,259,-527,14,3,3,0,0,0,0,16452,6.8,221,51
0,38,3,1,7,2,11,0,0,0,0,17371,6.6,209,47,3058,1096,15,4,2,0,0,0,0,14313,6.6,230,35
0,12,3,0,3,4,5,0,0,0,0,15537,7,231,64,-937,-89,16,5,5,1,1,0,0,16474,7.2,251,68
1,17,0,1,8,1,10,0,0,0,0,18888,7.2,232,42,4662,2019,12,1,1,0,0,0,0,14226,6.6,207,64
1,15,2,0,5,8,4,0,0,0,0,16697,7,214,62,-63,-779,37,3,4,1,1,0,0,16760,7.2,219,58
0,18,3,1,4,8,3,2,1,1,0,15815,7.2,245,41,-1110,-391,14,7,10,0,0,0,0,16925,7,229,45
1,13,3,0,6,4,5,0,0,0,0,17047,7.2,260,52,1604,1599,14,0,5,1,1,0,0,15443,6.8,209,44
0,15,1,0,5,13,2,0,0,0,0,15118,6.6,214,39,-3673,-3603,12,1,11,2,1,1,0,18791,7.4,206,50
0,17,7,1,6,9,7,0,0,0,0,16035,6.6,196,52,-2257,-2894,40,3,5,1,1,0,0,18292,7.4,230,52
1,16,4,1,8,3,7,1,1,0,0,16225,6.8,179,44,195,428,17,0,4,0,0,0,0,16030,6.6,239,39
0,16,4,1,8,10,11,1,0,1,0,17064,6.6,185,41,-574,-1413,24,4,14,1,1,0,0,17638,6.8,217,55
0,14,2,0,13,8,12,1,1,0,0,18043,6.8,186,48,468,302,15,1,9,0,0,0,0,17575,6.8,219,60
0,18,4,0,5,4,7,1,0,1,0,15710,7.2,239,43,-152,713,17,3,5,1,1,0,0,15862,7,218,74
0,14,2,1,6,0,7,0,0,0,0,17476,7.2,226,68,3460,2275,17,2,0,1,1,0,0,14016,6.8,242,64
1,34,5,1,1,7,1,0,0,0,0,14745,6.8,236,60,-2556,-325,24,2,9,0,0,0,0,17301,7,238,44
0,16,3,1,6,9,8,1,1,0,0,16052,7,221,45,-1558,-500,16,3,9,0,0,0,0,17610,7,212,40
1,14,3,1,10,2,14,1,1,0,0,18888,7.2,242,43,4780,2748,15,1,2,0,0,0,0,14108,6.4,203,46
0,13,2,0,3,7,5,0,0,0,0,15423,7.2,241,52,-2523,-732,13,4,7,1,1,0,0,17946,7.4,248,48
0,18,1,1,7,7,6,1,1,0,0,15927,6.6,192,44,-2390,-2971,13,2,13,0,0,0,0,18317,7.2,219,70
0,20,2,1,5,5,7,0,0,0,0,16110,7,222,53,-146,557,15,4,7,0,0,0,0,16256,7,217,64
1,15,5,0,9,8,9,0,0,0,0,17631,7,214,41,1564,86,16,2,7,0,0,0,0,16067,7,193,47
1,15,1,0,4,4,4,2,1,1,0,16337,7,251,67,1260,1487,35,1,2,0,0,0,0,15077,6.8,204,48
1,14,1,1,6,5,8,1,1,0,0,16693,7,240,67,1722,1857,13,2,2,0,0,0,0,14971,6.6,193,52
1,14,4,0,4,9,7,1,0,1,0,14641,6.6,171,60,-3174,-1926,22,1,14,1,1,0,0,17815,7,194,56
0,13,0,1,2,4,2,0,0,0,0,14524,6.8,214,50,-1333,-1832,14,3,2,0,0,0,0,15857,7,260,49
0,18,2,0,6,5,10,0,0,0,0,16111,6.4,219,44,1039,-79,14,3,3,1,1,0,0,15072,6.8,213,48
0,17,3,0,3,9,4,1,0,1,0,15284,7,207,72,-3712,-3375,35,6,6,1,1,0,0,18996,7.6,246,61
1,19,3,0,2,6,1,1,1,0,0,14107,6.6,180,72,-1699,-364,20,3,10,0,0,0,0,15806,6.8,220,40
1,10,3,0,7,7,7,0,0,0,0,17152,6.8,223,48,629,753,16,1,9,1,1,0,0,16523,6.8,212,44
1,16,2,1,2,3,2,2,1,1,0,15130,7.2,234,50,-27,281,14,0,3,0,0,0,0,15157,7.4,250,53
0,15,2,0,7,5,11,0,0,0,0,16230,6.6,181,52,-30,-965,13,3,5,0,0,0,0,16260,6.8,231,51
0,18,0,0,7,7,4,0,0,0,0,16113,6.8,205,47,-211,320,41,3,9,1,1,0,0,16324,6.6,191,40
0,13,3,1,2,9,0,1,1,0,0,13803,6.6,203,55,-4410,-4163,12,1,3,1,0,1,0,18213,7.4,236,72
0,14,4,1,3,9,2,0,0,0,0,13893,6.4,171,40,-4054,-3806,18,3,11,2,1,1,0,17947,7,218,80
1,12,2,0,5,7,6,1,1,0,0,16484,6.6,242,44,-94,-844,13,4,7,0,0,0,0,16578,7,201,48
0,16,2,1,6,8,10,0,0,0,0,16661,7,233,44,171,807,18,3,10,0,0,0,0,16490,7,229,29
0,15,4,0,5,10,7,0,0,0,0,15381,6.4,202,51,-2099,-1505,19,4,15,1,1,0,0,17480,7,206,52
0,12,1,1,13,6,14,2,1,1,0,19234,6.8,179,48,3274,1603,18,2,6,0,0,0,0,15960,6.4,206,40
0,13,2,1,8,6,9,1,1,0,0,16138,6.6,195,40,611,-139,11,2,5,0,0,0,0,15527,6.8,215,43
1,60,4,1,3,2,2,0,0,0,0,15271,7,199,59,356,58,16,0,2,0,0,0,0,14915,7,232,39
1,32,4,1,10,9,7,0,0,0,0,17584,6.4,159,47,316,-1561,39,2,8,0,0,0,0,17268,6.6,202,47
0,18,5,1,8,4,10,0,0,0,0,17297,7,211,50,1961,564,38,1,5,1,1,0,0,15336,6.8,211,46
1,12,7,1,4,7,5,0,0,0,0,14703,6.6,232,33,-1323,-591,41,2,15,0,0,0,0,16026,6.8,191,39
1,15,3,1,6,6,12,0,0,0,0,17394,7,233,55,285,-352,16,1,9,0,0,0,0,17109,7,228,61
0,16,3,0,3,6,3,0,0,0,0,14906,6.6,195,56,-1198,-599,17,3,1,0,0,0,0,16104,6.8,250,44
1,13,1,1,14,3,8,1,1,0,0,19085,7.2,226,40,4784,3335,14,1,2,0,0,0,0,14301,6.2,178,47
1,17,4,1,2,2,3,2,1,1,0,15290,7,253,47,-9,-307,19,1,2,0,0,0,0,15299,7,243,58
0,16,5,1,4,8,7,0,0,0,0,15557,6.6,212,50,-2101,-2009,18,3,11,2,1,1,0,17658,7.2,249,50
1,13,3,0,8,3,7,1,1,0,0,17318,7.4,244,54,2789,3223,15,1,2,0,0,0,0,14529,6.4,203,60
0,15,2,1,7,6,5,0,0,0,0,16359,7,219,40,117,-113,13,2,7,1,1,0,0,16242,6.8,229,44
0,14,1,0,3,8,4,0,0,0,0,14722,6.4,218,48,-3784,-3051,17,4,12,1,1,0,0,18506,7.2,239,44
0,12,1,0,3,8,3,0,0,0,0,15035,6.4,202,50,-2930,-2300,16,3,9,1,1,0,0,17965,7,238,48
0,13,3,0,2,9,2,0,0,0,0,14663,6.4,228,44,-3148,-2856,17,2,13,1,1,0,0,17811,7.2,215,64
0,17,1,0,4,7,3,0,0,0,0,15504,7,222,47,-1471,-1204,15,6,10,1,1,0,0,16975,7,214,50
0,16,1,1,4,6,2,0,0,0,0,16463,7.2,247,71,801,1090,10,0,7,1,1,0,0,15662,6.8,197,60
1,26,4,0,7,8,6,0,0,0,0,17009,7.2,241,43,45,1199,22,1,9,0,0,0,0,16964,7,211,36
1,15,2,1,6,6,6,1,0,1,0,16866,6.8,218,47,69,-552,18,1,9,1,1,0,0,16797,6.8,247,40
0,14,3,1,6,3,4,0,0,0,0,16982,7,242,51,1277,297,54,2,4,1,1,0,0,15705,6.8,218,75
0,13,3,0,3,12,5,0,0,0,0,15051,6.8,211,47,-4401,-3035,14,3,12,0,0,0,0,19452,7.6,239,48
0,15,4,1,10,3,11,0,0,0,0,18719,7.4,236,52,3523,1757,14,0,2,1,1,0,0,15196,6.6,220,64
0,17,2,0,7,13,11,0,0,0,0,15541,6.2,180,45,-3711,-2987,13,3,16,0,0,0,0,19252,7,207,45
0,11,1,1,9,9,14,0,0,0,0,17058,6.4,174,40,-1004,-2008,17,0,14,0,0,0,0,18062,7,213,56
1,15,2,1,5,6,5,1,1,0,0,15536,6.8,179,52,-833,-1021,13,2,6,1,0,1,0,16369,7.2,240,60
0,9,3,1,5,11,5,0,0,0,0,15946,6.8,208,36,-2267,-2010,18,3,14,1,1,0,0,18213,7,227,48
0,13,1,0,6,9,8,0,0,0,0,15087,6.6,177,43,-3782,-3060,14,1,10,1,1,0,0,18869,7.4,245,65
1,20,2,1,3,4,6,0,0,0,0,14632,6.4,198,53,-1134,-906,15,4,5,1,0,1,0,15766,6.8,223,46
1,16,2,1,8,6,4,1,1,0,0,16883,7.2,215,52,955,642,16,1,5,0,0,0,0,15928,7,206,59
1,19,0,0,4,7,6,0,0,0,0,15295,6.8,225,45,-1755,-1014,15,7,13,0,0,0,0,17050,7,218,54
1,34,3,1,8,6,5,1,0,1,0,17540,7.4,232,56,1499,2433,15,3,4,0,0,0,0,16041,7,187,48
0,21,7,0,5,5,6,0,0,0,0,16110,6.8,245,38,-1519,-1488,20,5,10,1,1,0,0,17629,7.2,228,76
1,18,1,0,9,5,6,0,0,0,0,17707,7.2,205,46,2488,2913,14,3,5,0,0,0,0,15219,6.4,190,44
1,15,1,0,6,7,5,1,0,1,0,16461,7,173,64,-667,1243,17,3,9,0,0,0,0,17128,6.6,224,39
0,16,2,0,5,4,4,0,0,0,0,16429,7,242,54,-172,1254,18,1,5,0,0,0,0,16601,6.8,219,47
0,15,2,1,3,7,3,1,1,0,0,15495,7,226,60,-1972,-1613,29,3,9,0,0,0,0,17467,7.2,233,62
0,8,2,1,4,5,4,1,1,0,0,15875,7,235,51,-396,-1091,29,3,6,0,0,0,0,16271,7.2,210,58
0,13,5,1,7,5,10,0,0,0,0,16521,7,223,35,413,-857,43,1,5,0,0,0,0,16108,7,197,56
1,39,4,1,7,6,10,0,0,0,0,16781,7,195,55,439,751,13,4,6,2,1,1,0,16342,7,203,59
0,16,4,0,10,4,12,0,0,0,0,17748,7.2,175,41,2329,2416,16,2,4,1,0,1,0,15419,6.6,218,55
0,33,1,0,5,13,2,0,0,0,0,16145,7,221,40,-2746,-1939,13,1,14,1,1,0,0,18891,7.2,229,58
0,14,2,0,3,6,3,0,0,0,0,15049,6.8,200,47,-964,-271,18,1,4,2,1,1,0,16013,7,196,46
1,19,4,1,8,4,13,1,1,0,0,16712,6.8,194,48,2357,1436,54,3,3,0,0,0,0,14355,6.4,162,52
0,15,4,1,8,6,11,1,0,1,0,17662,7.2,219,60,1016,310,20,3,8,1,1,0,0,16646,7.2,231,60
1,58,1,1,6,3,6,1,1,0,0,17604,7.4,248,67,2547,2796,36,0,2,0,0,0,0,15057,6.6,195,60
0,12,1,0,2,11,2,0,0,0,0,14346,6.4,200,49,-3886,-3453,15,3,10,1,1,0,0,18232,7.2,220,53
0,15,2,1,8,3,8,1,1,0,0,17623,7,229,48,3100,1006,26,2,2,0,0,0,0,14523,6.8,209,47
1,16,3,0,4,4,5,1,1,0,0,15561,6.8,226,47,246,-549,15,2,1,0,0,0,0,15315,7,228,51
0,15,3,1,10,10,11,1,1,0,0,18172,7.2,218,48,-347,393,16,2,10,0,0,0,0,18519,7,219,48
0,15,5,0,6,6,7,0,0,0,0,15800,6.8,203,48,-966,111,19,3,7,0,0,0,0,16766,7,220,47
0,21,8,0,1,12,1,0,0,0,0,13525,6.4,210,46,-5423,-4119,39,6,14,1,1,0,0,18948,7.4,206,46
0,12,6,0,3,4,2,0,0,0,0,14867,6.8,222,47,-822,-592,39,1,4,0,0,0,0,15689,7,209,57
